Country,"Country ISO",Region,"Region ISO",Population,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05
Russia,RU,"Magadan oblast",RU-MAG,140199,94857/0/19809/19394/390,95752/0/19837/19433/390,96543/0/19896/19473/390,97358/0/20286/19712/390,0/0/21177/20495/390,0/0/21730/21194/392,0/0/22044/21596/393,0/0/22168/21738/394,0/0/22275/21802/394,0/0/22606/22026/395,0/0/23053/22420/396,0/0/23394/22748/396,0/0/23498/22948/396,0/0/23547/23060/397,0/0/23554/23142/397,0/0/23563/23159/397,0/0/23584/23168/397,0/0/23653/23209/397,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,Moscow,RU-MOW,12692466,7503038/0/2770568/2579638/43734,7534678/0/2777610/2586729/44141,7598218/0/2822917/2612079/44466,7649169/0/3029105/2801011/45150,0/0/3195548/2989739/46032,0/0/3230867/3039857/46619,0/0/3256813/3064219/46987,0/0/3300403/3105930/47477,0/0/3346738/3149426/47889,0/0/3418357/3220745/48205,0/0/3477613/3282969/48457,0/0/3506682/3316884/48690,0/0/3517550/3330479/48866,0/0/3522536/3336781/49017,0/0/3525163/3339681/49119,0/0/3529523/3343467/49210,0/0/3543951/3354681/49222,0/0/3559996/3371239/49250,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Moscow oblast",RU-MOS,7687647,5405838/0/975669/954858/15081,5459936/0/981167/961524/15158,5554485/0/996101/969864/15202,5627188/0/1057476/1017829/15271,0/0/1106003/1077387/15352,0/0/1118092/1098863/15403,0/0/1123003/1104646/15443,0/0/1128134/1109820/15457,0/0/1133047/1113456/15473,0/0/1140361/1119279/15476,0/0/1147123/1128322/15477,0/0/1150605/1132341/15477,0/0/1151968/1134220/15477,0/0/1152506/1135133/15477,0/0/1152707/1135422/15477,0/0/1152931/1135617/15477,0/0/1153616/1136160/15477,0/0/1155050/1137384/15477,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Murmansk region",RU-MUR,741511,575852/0/134628/131060/3324,584300/0/134942/131455/3332,592347/0/135253/131754/3339,596345/0/137105/132844/3342,0/0/142104/136987/3364,0/0/144097/140476/3387,0/0/144832/141076/3396,0/0/145574/141974/3400,0/0/146068/142465/3405,0/0/147331/143144/3410,0/0/148825/144820/3414,0/0/149892/146284/3417,0/0/150323/146754/3420,0/0/150465/146931/3422,0/0/150504/147017/3423,0/0/150518/147091/3423,0/0/150552/147106/3423,0/0/150670/147158/3423,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Nenets Autonomous Okrug",RU-NEN,44110,25999/0/7365/7256/100,26138/0/7394/7284/101,26274/0/7423/7320/101,26357/0/7538/7361/101,0/0/8103/7890/101,0/0/8230/8113/102,0/0/8258/8143/103,0/0/8343/8209/103,0/0/8376/8264/103,0/0/8414/8300/104,0/0/8454/8337/104,0/0/8540/8405/104,0/0/8628/8584/104,0/0/8649/8587/104,0/0/8659/8587/104,0/0/8662/8587/104,0/0/8691/8587/104,0/0/8747/8622/104,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Nizhny Novgorod region",RU-NIZ,3203818,1983031/0/421222/408051/11523,1997034/0/423744/411252/11570,2014084/0/426506/413803/11599,2026400/0/443272/424009/11625,0/0/483947/447513/11690,0/0/494923/473747/11740,0/0/497965/484928/11789,0/0/501082/488203/11809,0/0/503095/490110/11823,0/0/509700/494728/11840,0/0/517807/503182/11851,0/0/521797/508829/11863,0/0/522798/510599/11868,0/0/523146/511091/11873,0/0/523376/511364/11873,0/0/523639/511672/11873,0/0/524322/512142/11873,0/0/525491/513271/11874,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Novgorod region",RU-NGR,596173,329984/0/99830/98483/1034,331806/0/100561/99181/1036,334345/0/101511/99952/1036,336693/0/105674/102289/1039,0/0/113904/111003/1040,0/0/115732/114339/1057,0/0/116171/114901/1070,0/0/116682/115429/1070,0/0/116873/115613/1071,0/0/117730/116053/1071,0/0/119918/118144/1072,0/0/121217/119709/1080,0/0/121436/120249/1082,0/0/121486/120353/1083,0/0/121525/120422/1083,0/0/121557/120449/1084,0/0/121596/120481/1084,0/0/121664/120541/1084,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Novosibirsk region",RU-NVS,2798251,1716266/0/258539/251876/5665,1732322/0/260162/253707/5686,1753844/0/261768/254483/5698,1767131/0/270665/258338/5704,0/0/294872/281545/5717,0/0/304036/296997/5730,0/0/306884/300067/5735,0/0/309925/303312/5745,0/0/311759/305272/5754,0/0/313899/306846/5758,0/0/317214/310487/5761,0/0/319975/313087/5764,0/0/321978/315421/5764,0/0/322907/316533/5766,0/0/323226/317005/5768,0/0/323426/317370/5768,0/0/323663/317546/5768,0/0/324144/317805/5770,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Omsk oblast",RU-OMS,1926562,1181797/0/207580/202265/4388,1194553/0/208755/203619/4417,1212678/0/210350/204816/4431,1224382/0/217587/207603/4451,0/0/225216/217789/4480,0/0/229188/224060/4515,0/0/230255/225361/4517,0/0/231464/226580/4554,0/0/232401/227290/4586,0/0/236034/229559/4614,0/0/241416/235867/4642,0/0/243109/238110/4656,0/0/243708/238852/4667,0/0/243939/239188/4678,0/0/244133/239400/4679,0/0/244342/239592/4680,0/0/244777/239947/4681,0/0/245380/240480/4683,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Orel region",RU-ORL,733682,472959/0/113009/110572/1922,477745/0/113927/111612/1927,484298/0/114679/112340/1933,488472/0/119021/114699/1940,0/0/129942/124675/1951,0/0/133377/130882/1960,0/0/134154/131966/1968,0/0/134787/132681/1974,0/0/135144/132976/1978,0/0/136427/133896/1980,0/0/138702/135955/1983,0/0/140067/137664/1986,0/0/140512/138214/1986,0/0/140665/138459/1986,0/0/140747/138687/1986,0/0/140830/138815/1986,0/0/140940/138889/1986,0/0/141262/139152/1986,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Orenburg region",RU-ORE,1956256,1232009/0/216538/211430/4007,1242718/0/217342/212362/4026,1250958/0/218291/213146/4026,1257676/0/224514/216745/4028,0/0/236843/228426/4028,0/0/239700/234878/4030,0/0/240302/235925/4030,0/0/240950/236529/4030,0/0/241443/236958/4030,0/0/243026/238125/4030,0/0/246074/241026/4030,0/0/249074/243926/4030,0/0/249852/245543/4032,0/0/250097/245858/4032,0/0/250214/245973/4032,0/0/250309/246098/4032,0/0/250580/246182/4032,0/0/251023/246664/4032,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Penza region",RU-PNZ,1304825,1052581/0/186819/180430/5904,1092019/0/187935/181604/5954,1152242/0/189138/182529/5991,1175798/0/194357/184377/6035,0/0/210554/199390/6072,0/0/217658/210603/6121,0/0/219353/212356/6154,0/0/221655/214731/6187,0/0/222941/215707/6210,0/0/226527/217877/6227,0/0/230314/222893/6258,0/0/232986/225948/6281,0/0/234295/227645/6291,0/0/234836/228328/6293,0/0/235060/228610/6296,0/0/235247/228807/6302,0/0/235605/228835/6302,0/0/236480/229686/6306,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Perm region",RU-PER,2599301,1451049/0/369952/360654/8804,1460074/0/371405/362271/8838,1470029/0/373737/364154/8851,1477133/0/389834/371680/8869,0/0/430804/410481/8945,0/0/444114/433585/9059,0/0/448620/438300/9110,0/0/455037/444505/9175,0/0/458485/448201/9213,0/0/462592/452172/9253,0/0/467778/457364/9291,0/0/472133/461812/9321,0/0/474151/464422/9348,0/0/475012/465486/9355,0/0/475501/466045/9360,0/0/475873/466414/9363,0/0/476911/467042/9365,0/0/478859/468754/9377,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Primorsky Krai",RU-PRI,1895305,1160094/0/175147/172840/1964,1174138/0/175834/173631/1966,1186360/0/177369/174365/1966,1197324/0/191144/183851/1966,0/0/202692/198669/1966,0/0/205857/203342/1966,0/0/206868/204560/1966,0/0/208809/206271/1966,0/0/210677/207978/1966,0/0/213776/211003/1966,0/0/215719/213251/1966,0/0/216951/214588/1966,0/0/217731/215619/1966,0/0/218025/215980/1966,0/0/218199/216174/1966,0/0/218439/216361/1966,0/0/218978/216726/1966,0/0/219646/217355/1966,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Pskov Oblast",RU-PSK,626046,350208/0/110649/108540/1845,352681/0/111245/109193/1864,355723/0/111992/109826/1882,358627/0/115551/112240/1894,0/0/123179/119534/1914,0/0/125099/122845/1935,0/0/125547/123368/1949,0/0/125928/123784/1959,0/0/126154/124014/1962,0/0/127009/124623/1965,0/0/128529/125873/1967,0/0/129592/127287/1975,0/0/130080/127910/1977,0/0/130209/128147/1980,0/0/130259/128212/1983,0/0/130295/128306/1986,0/0/130334/128326/1986,0/0/130438/128384/1986,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic Of Khakassia",RU-KK,534186,308742/0/87854/85333/2410,311020/0/88160/85674/2413,313829/0/88488/85914/2415,316057/0/92539/87637/2416,0/0/100319/96896/2416,0/0/102002/99186/2422,0/0/102576/100039/2425,0/0/103132/100553/2427,0/0/103389/100757/2428,0/0/103845/101108/2428,0/0/105377/102259/2429,0/0/106719/104017/2432,0/0/107039/104395/2433,0/0/107123/104612/2433,0/0/107152/104652/2433,0/0/107199/104697/2433,0/0/107261/104748/2433,0/0/107379/104839/2433,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Buryatia",RU-BU,986109,684231/0/136680/133351/3028,691706/0/137246/134028/3035,697745/0/137890/134522/3037,704669/0/143718/138370/3052,0/0/150795/146853/3070,0/0/152086/148700/3088,0/0/152796/149403/3094,0/0/153777/150364/3100,0/0/154599/151069/3107,0/0/155422/151847/3122,0/0/156154/152830/3127,0/0/157185/153626/3132,0/0/157744/154312/3135,0/0/157980/154757/3137,0/0/158059/154904/3137,0/0/158107/154959/3137,0/0/158164/155002/3137,0/0/158263/155090/3137,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Crimea",RU-43,1912025,1233799/0/183045/176984/5287,1245036/0/183963/178300/5315,1256704/0/185282/179315/5342,1264857/0/194595/185015/5363,0/0/206423/198478/5382,0/0/208940/203185/5401,0/0/209747/204115/5409,0/0/210723/205039/5413,0/0/211417/205766/5418,0/0/212416/206686/5422,0/0/214492/208484/5427,0/0/216302/210436/5428,0/0/217144/211460/5430,0/0/217440/211894/5431,0/0/217641/212107/5431,0/0/217827/212330/5431,0/0/218049/212494/5431,0/0/218515/212890/5431,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Dagestan",RU-DA,3111353,1486893/0/93248/89520/3593,1519997/0/93466/89853/3594,1554237/0/93629/89950/3594,1568848/0/97914/91893/3601,0/0/101280/96806/3611,0/0/101908/98198/3616,0/0/102101/98426/3618,0/0/102442/98667/3620,0/0/102810/98997/3629,0/0/103237/99403/3629,0/0/103679/99887/3631,0/0/103921/100214/3635,0/0/104034/100376/3636,0/0/104057/100412/3636,0/0/104100/100439/3636,0/0/104133/100487/3636,0/0/104165/100504/3636,0/0/104294/100576/3636,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Kalmykia",RU-KL,271035,154859/0/51572/50612/843,156137/0/51813/50842/843,158589/0/52406/51066/843,160942/0/55689/52672/843,0/0/58199/56884/843,0/0/58842/57827/843,0/0/59015/58105/843,0/0/59333/58387/843,0/0/59548/58554/843,0/0/59895/58682/843,0/0/60214/59158/843,0/0/60439/59478/843,0/0/60508/59583/843,0/0/60525/59651/843,0/0/60541/59684/843,0/0/60550/59693/843,0/0/60587/59719/843,0/0/60968/59914/843,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Karelia",RU-KR,614628,394506/0/135711/133281/1510,397407/0/137246/134825/1516,400499/0/138526/136172/1521,402780/0/143246/140190/1524,0/0/155523/147938/1525,0/0/160052/157717/1526,0/0/161315/159262/1526,0/0/162554/160373/1526,0/0/163378/161423/1526,0/0/165441/162947/1526,0/0/169873/166723/1526,0/0/171736/169713/1526,0/0/172223/170591/1526,0/0/172324/170661/1526,0/0/172374/170787/1526,0/0/172403/170827/1526,0/0/172480/170839/1526,0/0/172707/170992/1526,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Mari El",RU-ME,679094,408854/0/44618/43465/1087,412488/0/44716/43564/1087,416256/0/44941/43746/1087,419462/0/45985/44405/1087,0/0/47837/46046/1087,0/0/49040/47599/1087,0/0/50140/48234/1087,0/0/51512/49673/1087,0/0/51934/50444/1087,0/0/52386/50810/1087,0/0/52952/51313/1087,0/0/53480/51862/1087,0/0/53615/52097/1087,0/0/53678/52235/1087,0/0/53695/52414/1087,0/0/53711/52600/1087,0/0/53815/52645/1087,0/0/54192/52890/1087,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Mordovia",RU-MO,790829,664355/0/68166/66639/1388,673813/0/68665/67135/1391,686055/0/69152/67668/1393,694600/0/72538/70883/1395,0/0/79522/77423/1396,0/0/81904/80113/1396,0/0/82469/80893/1396,0/0/83045/81458/1396,0/0/83612/81954/1396,0/0/85505/83783/1396,0/0/87331/85637/1396,0/0/88490/86857/1396,0/0/88873/87284/1396,0/0/88933/87492/1396,0/0/88973/87540/1396,0/0/89007/87602/1396,0/0/89038/87632/1396,0/0/89176/87768/1396,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Republic of Tatarstan",RU-TA,3902642,2511411/0/150075/145294/1995,2529338/0/152556/148829/1995,2545887/0/153850/150437/1996,2567782/0/157489/150915/2001,0/0/179857/172143/2004,0/0/187465/184012/2005,0/0/190514/187502/2007,0/0/193277/190524/2009,0/0/195233/192225/2010,0/0/198362/194574/2010,0/0/203623/200763/2010,0/0/205234/202685/2010,0/0/205886/203525/2010,0/0/206290/203892/2010,0/0/206537/204388/2010,0/0/206815/204673/2010,0/0/207118/204821/2010,0/0/208123/205398/2010,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Rostov oblast",RU-ROS,4195327,2860874/0/376547/364518/10930,2895030/0/379068/367395/10958,2933708/0/382690/369990/10967,2961596/0/401868/383101/10977,0/0/431060/415321/11014,0/0/436144/424333/11069,0/0/437424/425939/11076,0/0/438594/427257/11080,0/0/439438/427932/11081,0/0/443657/431119/11081,0/0/452596/439181/11081,0/0/456465/444708/11082,0/0/457008/445588/11084,0/0/457152/445779/11084,0/0/457243/446006/11084,0/0/457339/446152/11084,0/0/457669/446290/11084,0/0/458577/447117/11084,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Ryazan region",RU-RYA,1108924,634467/0/121259/116737/3386,639510/0/122354/118371/3406,645204/0/123704/119542/3416,649748/0/131994/125009/3421,0/0/144954/138995/3441,0/0/147653/143676/3461,0/0/148621/144736/3476,0/0/149476/145748/3490,0/0/150042/146108/3491,0/0/152051/147493/3496,0/0/154779/150494/3507,0/0/156466/152065/3530,0/0/157205/153368/3541,0/0/157477/153750/3550,0/0/157660/153900/3553,0/0/157815/154145/3555,0/0/158013/154205/3556,0/0/158512/154669/3556,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Saint Petersburg",RU-SPE,5392992,3658559/0/1529500/1492695/33836,3687637/0/1536502/1500008/34128,3743422/0/1553762/1509332/34334,3785751/0/1658425/1588487/34730,0/0/1756476/1697531/35253,0/0/1785840/1744663/35766,0/0/1798930/1758170/36139,0/0/1827585/1784092/36577,0/0/1845097/1801752/36922,0/0/1878139/1828569/37120,0/0/1917616/1868784/37395,0/0/1939620/1896482/37620,0/0/1945300/1905756/37765,0/0/1947311/1908656/37828,0/0/1948329/1909997/37856,0/0/1949684/1911296/37871,0/0/1953131/1913604/37881,0/0/1959584/1919335/37910,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Sakhalin oblast",RU-SAK,488453,315320/0/64833/63923/826,318860/0/65015/64122/828,322506/0/65206/64286/828,324631/0/66128/64914/828,0/0/67726/66399/829,0/0/68648/67582/830,0/0/69153/68198/830,0/0/69562/68528/830,0/0/69795/68823/834,0/0/70064/69045/834,0/0/70601/69330/834,0/0/70956/70025/834,0/0/71154/70200/834,0/0/71287/70293/834,0/0/71324/70439/834,0/0/71341/70498/834,0/0/71379/70523/834,0/0/71504/70586/834,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Samara region",RU-SAM,3179026,2244662/0/384170/375489/7867,2265049/0/385815/377330/7898,2293235/0/388033/379105/7930,2312060/0/407716/386493/7961,0/0/462263/437551/8027,0/0/479378/468799/8104,0/0/484966/475314/8157,0/0/491525/481719/8187,0/0/496819/486054/8219,0/0/514413/501068/8231,0/0/529203/517640/8254,0/0/538576/527975/8282,0/0/541781/533034/8304,0/0/542678/533994/8329,0/0/543125/534400/8337,0/0/543578/534817/8338,0/0/544820/535323/8339,0/0/547820/538133/8341,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Saratov region",RU-SAR,2421785,1463566/0/252460/245338/5967,1487897/0/254889/248126/5993,1517211/0/256757/250131/6001,1533410/0/263993/254385/6001,0/0/287888/276897/6001,0/0/296586/289111/6001,0/0/299507/292563/6001,0/0/301939/295404/6001,0/0/303919/296729/6001,0/0/311415/303708/6001,0/0/318093/310787/6001,0/0/322010/315034/6001,0/0/323649/317112/6001,0/0/324473/318149/6001,0/0/325093/318862/6001,0/0/325562/319466/6001,0/0/326037/319761/6001,0/0/327310/320942/6001,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,Sevastopol,RU-40,448829,377170/0/84438/81756/2366,379866/0/85038/82571/2393,383270/0/85651/82952/2408,385333/0/89727/85376/2425,0/0/94385/90990/2449,0/0/95908/93022/2472,0/0/96605/93861/2490,0/0/97271/94466/2510,0/0/97823/95129/2536,0/0/99335/96335/2552,0/0/100701/97882/2580,0/0/101526/98799/2595,0/0/101848/99169/2599,0/0/101967/99335/2602,0/0/102037/99413/2602,0/0/102133/99504/2602,0/0/102425/99709/2603,0/0/102887/100161/2610,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Smolensk oblast",RU-SMO,934747,500497/0/131225/127270/3056,505583/0/131849/128319/3074,511448/0/132476/128899/3085,516195/0/136429/130359/3101,0/0/143410/136783/3106,0/0/145383/141732/3133,0/0/145795/142402/3165,0/0/146079/142786/3175,0/0/146244/142882/3185,0/0/147029/143235/3194,0/0/147899/144285/3202,0/0/148421/144923/3212,0/0/148584/145239/3220,0/0/148635/145311/3224,0/0/148666/145322/3224,0/0/148682/145359/3224,0/0/148732/145384/3224,0/0/148807/145430/3224,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Stavropol Krai",RU-STA,2803021,1395407/0/197857/190018/7068,1406868/0/199283/191790/7082,1422403/0/201399/193123/7093,1434758/0/211805/198659/7099,0/0/235609/220735/7107,0/0/241683/233209/7118,0/0/243098/235451/7126,0/0/244894/237286/7126,0/0/246097/238443/7128,0/0/250769/241639/7128,0/0/257745/248810/7128,0/0/260746/252791/7135,0/0/261453/254021/7137,0/0/261774/254433/7137,0/0/262014/254703/7137,0/0/262248/255010/7138,0/0/262783/255292/7139,0/0/264460/256633/7139,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Sverdlovsk region",RU-SVE,4310861,2894509/0/444546/431371/10745,2920865/0/447666/435363/10756,2952869/0/451632/438736/10777,2975162/0/470713/448550/10801,0/0/522276/493953/10822,0/0/544611/527727/10850,0/0/554110/539259/10881,0/0/563427/549290/10904,0/0/568713/554060/10919,0/0/579032/563575/10936,0/0/586470/572743/10941,0/0/590050/576657/10941,0/0/591360/578403/10943,0/0/591811/579096/10945,0/0/592102/579547/10950,0/0/592460/579877/10957,0/0/593538/580667/10967,0/0/594961/582089/10977,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Tambov region",RU-TAM,1006962,687709/0/116897/113648/2413,714339/0/117479/114429/2437,730336/0/117860/114784/2448,742976/0/121522/116768/2463,0/0/133790/127972/2479,0/0/136517/133394/2502,0/0/137086/134003/2514,0/0/137532/134508/2520,0/0/137880/134782/2524,0/0/139834/136200/2528,0/0/142889/139079/2533,0/0/144605/141347/2537,0/0/144930/141981/2542,0/0/145024/142285/2543,0/0/145068/142346/2544,0/0/145096/142395/2544,0/0/145135/142414/2544,0/0/145244/142481/2544,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"The Republic of Ingushetia",RU-IN,506688,318647/0/40957/40267/550,321692/0/41075/40379/550,325690/0/41213/40621/550,327332/0/41692/40912/550,0/0/43002/41851/550,0/0/43261/42586/553,0/0/43304/42722/553,0/0/43407/42795/553,0/0/43470/42857/553,0/0/43569/42934/553,0/0/43637/42993/553,0/0/43654/43044/553,0/0/43662/43062/553,0/0/43665/43067/553,0/0/43665/43078/553,0/0/43665/43110/553,0/0/43677/43110/553,0/0/43713/43123/553,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"The Republic of North Ossetia – Alania",RU-SE,697064,333653/0/40855/39394/1252,336808/0/40987/39477/1252,340764/0/41151/39672/1255,342626/0/42464/39974/1258,0/0/44763/41671/1258,0/0/45549/43762/1266,0/0/45688/44235/1267,0/0/45868/44434/1267,0/0/45974/44517/1274,0/0/46323/44724/1280,0/0/46696/45044/1284,0/0/46934/45319/1291,0/0/46986/45425/1293,0/0/46994/45460/1294,0/0/46994/45525/1294,0/0/46997/45608/1294,0/0/47027/45619/1294,0/0/47117/45678/1294,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Tomsk region",RU-TOM,1079051,624179/0/131541/129615/841,630761/0/132493/130817/858,637232/0/133425/131787/870,640861/0/138594/133665/887,0/0/150340/145816/902,0/0/155967/154041/917,0/0/157260/155549/937,0/0/158591/157082/955,0/0/159295/157656/965,0/0/162095/159241/979,0/0/165772/163824/992,0/0/167662/166086/1003,0/0/168311/167044/1015,0/0/168730/167489/1018,0/0/168968/167778/1018,0/0/169121/167942/1018,0/0/169342/168113/1018,0/0/169584/168350/1018,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Transbaikal territory",RU-ZAB,1059657,751888/0/168840/165926/2344,758668/0/169370/166606/2348,762703/0/169773/167195/2349,764879/0/174384/169594/2351,0/0/184262/179708/2355,0/0/187488/184430/2364,0/0/188929/186151/2373,0/0/190432/187661/2374,0/0/191240/188380/2375,0/0/192766/189837/2377,0/0/195872/192510/2379,0/0/198140/195239/2381,0/0/198834/196081/2383,0/0/199139/196424/2384,0/0/199250/196795/2384,0/0/199415/196908/2384,0/0/199667/197204/2385,0/0/200070/197470/2385,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Tula region",RU-TUL,1466025,970432/0/156795/150531/5202,976850/0/158060/152162/5226,988547/0/159791/153426/5251,999876/0/171054/160205/5278,0/0/183284/172673/5307,0/0/186143/179509/5333,0/0/187024/181160/5341,0/0/188019/182172/5356,0/0/188595/182713/5360,0/0/190453/183959/5363,0/0/192039/185747/5367,0/0/192665/186823/5369,0/0/192897/187113/5369,0/0/193043/187493/5369,0/0/193129/187611/5369,0/0/193209/187792/5369,0/0/193283/187850/5370,0/0/193465/187981/5370,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Russia,RU,"Tuva Republic",RU-TY,327388,221670/0/44479/44105/352,226787/0/44490/44133/353,232907/0/44536/44143/353,237934/0/49666/48002/353,0/0/52126/51617/357,0/0/52228/51801/357,0/0/52263/51840/357,0/0/52368/51858/358,0/0/52463/51893/358,0/0/53893/52869/358,0/0/54223/53542/358,0/0/54230/53565/358,0/0/54230/53587/358,0/0/54232/53602/358,0/0/54232/53680/358,0/0/54232/53869/358,0/0/54235/53870/358,0/0/54247/53877/358,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
